iter	RMSE
439	0.2584363419
440	0.2583251272
441	0.2581131371
442	0.2577861413
443	0.2577308949
444	0.257089609
445	0.2570724603
446	0.2566465216
447	0.2561291657
448	0.2557267583
449	0.255609495
450	0.2554939928
451	0.2554768261
452	0.2549602813
453	0.2546585148
454	0.2546096093
455	0.2545932583
456	0.2543885671
457	0.2539854482
458	0.2536767598
459	0.2533013384
460	0.2532793637
461	0.2532634281
462	0.2527416733
463	0.2526866163
464	0.252664988
465	0.2521377443
466	0.2518344034
467	0.2517209189
468	0.2513409302
469	0.2511440904
470	0.2509890263
471	0.2505530556
472	0.2505188735
473	0.2502921042
474	0.2500758451
475	0.2496137483
476	0.2490605881
477	0.2488625882
478	0.248411881
479	0.2483392376
480	0.2481233773
481	0.2480804974
482	0.2479122877
483	0.2478657001
484	0.2474317133
485	0.247243459
486	0.2469371474
487	0.2464655285
488	0.2462304777
489	0.2461983349
490	0.2457046186
491	0.2455900139
492	0.2451398765
493	0.2446981977
494	0.2442002535
495	0.2441482456
496	0.2440977519
497	0.2438218923
498	0.2437842927
499	0.2434415783
500	0.2432900356
501	0.2428808365
502	0.2426389496
503	0.2426016005
504	0.2419769917
505	0.2417552939
506	0.2412215076
507	0.2410184305
508	0.2405061859
509	0.2403511486
510	0.2398934454
511	0.2395581831
512	0.2390726024
513	0.2389345922
514	0.2388611928
515	0.2386944475
516	0.2381600611
517	0.2380060301
518	0.2378249529
519	0.237805218
520	0.2374816879
521	0.2374350473
522	0.2370944246
523	0.2368516638
524	0.2366006229
525	0.2364848768
526	0.2364501627
527	0.2364205173
528	0.2363826742
529	0.2362550579
530	0.23620768
531	0.2361992914
532	0.235730718
533	0.2357183161
534	0.235402656
535	0.2351734466
536	0.2347208083
537	0.2343987319
538	0.2342770905
539	0.2341104128
540	0.2340513436
541	0.2336060684
542	0.2333158552
543	0.2332164017
544	0.2331707546
545	0.2331284524
546	0.2330110859
547	0.2327804234
548	0.2325387072
549	0.2324976039
550	0.2319858444
551	0.2318581586
552	0.2314051383
553	0.2313932942
554	0.2311016949
555	0.2310676555
556	0.2305861996
557	0.2302222361
558	0.2297975666
559	0.2297388409
560	0.2295727278
561	0.2294149879
562	0.2290346665
563	0.2288101732
564	0.2287765795
565	0.2284069346
566	0.2279116642
567	0.2275111557
568	0.2273778569
569	0.2273339736
570	0.2272272348
571	0.2270124548
572	0.2265313381
573	0.2264272341
574	0.2260093257
575	0.2256108511
576	0.2252279084
577	0.224879448
578	0.2244336211
579	0.2243308991
580	0.2239451483
581	0.2236822411
582	0.2234635219
583	0.2234209958
584	0.2229621436
585	0.2226450498
586	0.2225901954
587	0.2221731842
588	0.2217916581
589	0.2216436145
590	0.2216047637
591	0.2212421644
592	0.2211433133
593	0.2209265771
594	0.2209116781
595	0.2206023732
596	0.2203006973
597	0.2201213656
598	0.2201097067
599	0.2199612691
600	0.2197660164
601	0.219438795
602	0.2193031349
603	0.2190580764
604	0.2189267243
605	0.2187318814
606	0.2183356348
607	0.2179698743
608	0.2178305409
609	0.2175884658
610	0.2172292829
611	0.216894364
612	0.2168524676
613	0.2165084716
614	0.2161875239
615	0.2161453995
616	0.2159827433
617	0.2157812572
618	0.2157378937
619	0.2154076781
620	0.2153651729
621	0.2150271176
622	0.2149140658
623	0.2148740119
624	0.2147805981
625	0.214508017
626	0.214465266
627	0.2142795003
628	0.2141985154
629	0.2140944912
630	0.2138137044
631	0.2135029367
632	0.2132472075
633	0.2132027175
634	0.2131552118
635	0.2127292863
636	0.2126942975
637	0.2125773264
638	0.2122067122
639	0.2118712228
640	0.2118338097
641	0.2114716141
642	0.2114212022
643	0.2111959363
644	0.2109464367
645	0.2107678771
646	0.2104161458
647	0.2103810945
648	0.2103453222
649	0.2101476213
650	0.2099810849
651	0.2096620004
652	0.2093183669
653	0.208952456
654	0.2089418148
655	0.2089313653
656	0.2085806701
657	0.2083514129
658	0.2080576481
659	0.2080472651
660	0.2080258679
661	0.2079914853
662	0.2079578686
663	0.2075833958
664	0.2072536154
665	0.2069518538
666	0.206672045
667	0.2066384949
668	0.2066056346
669	0.206452738
670	0.2064055348
671	0.2063790593
672	0.2059927188
673	0.2056117698
674	0.2054316408
675	0.2050768373
676	0.2047074029
677	0.2046010465
678	0.2042785677
679	0.2041760484
680	0.2041450004
681	0.2038903883
682	0.2038596835
683	0.2034801621
684	0.2034500134
685	0.2032200729
686	0.2027525563
687	0.2027282843
688	0.2024908634
689	0.2022739816
690	0.2019861789
691	0.2017670077
692	0.2017381384
693	0.2015828828
694	0.2015539769
695	0.2013826639
696	0.2010690238
697	0.2010407153
698	0.2007368216
699	0.2005613633
700	0.2001325719
701	0.1998902281
702	0.1995426301
703	0.1995215666
704	0.1991895518
705	0.1988390383
706	0.1984993463
707	0.1982554825
708	0.1982245222
709	0.1978926687
710	0.1975499359
711	0.1975223726
712	0.1974188021
713	0.1970376251
714	0.1970064191
715	0.1967266655
716	0.1965806989
717	0.1965677975
718	0.196503027
719	0.1962859558
720	0.1960159691
721	0.1959875519
722	0.1957927176
723	0.1955036184
724	0.1951326912
725	0.1949431769
726	0.194927237
727	0.1945462534
728	0.1943647464
729	0.194338415
730	0.1943107422
731	0.193905384
732	0.1937029695
733	0.1933927469
734	0.1931811734
735	0.1930151969
736	0.1929949353
737	0.192763762
738	0.192546563
739	0.1925207707
740	0.1922088372
741	0.1919570531
742	0.1918538912
743	0.1916660166
744	0.1915349447
745	0.1915108388
746	0.1913557397
747	0.1913183886
748	0.1911704144
749	0.1910220402
750	0.1908534897
751	0.190828451
752	0.1905620196
753	0.1903251766
754	0.1899518391
755	0.1897643219
756	0.1897556184
757	0.1895913215
758	0.189363284
759	0.1891690829
760	0.1891514443
761	0.1888912111
762	0.1885667754
763	0.1885081255
764	0.1882223003
765	0.1879920579
766	0.1876815345
767	0.1874828858
768	0.1874583449
769	0.1873237044
770	0.1868590656
771	0.1866783987
772	0.1865326604
773	0.1862360598
774	0.1860127777
775	0.1857217109
776	0.1853995241
777	0.1851882531
778	0.1848652442
779	0.1848409706
780	0.184817216
781	0.1846040443
782	0.1845814719
783	0.1844423428
784	0.1841810316
785	0.1839706674
786	0.1838629217
787	0.183688551
788	0.183665176
789	0.1835701091
790	0.183432991
791	0.1834109706
792	0.1832641488
793	0.1829602291
794	0.1828001947
795	0.1827761649
796	0.1826652971
797	0.1825537754
798	0.1823068102
799	0.1817072184
800	0.1816842208
801	0.1811107909
802	0.1807860992
803	0.180764782
804	0.1805254243
805	0.1804471771
806	0.180165327
807	0.1800610749
808	0.1797658934
809	0.1797554902
810	0.1794805219
811	0.1794597538
812	0.1791517993
813	0.1790493996
814	0.1788147969
815	0.1786000672
816	0.178371441
817	0.1781655625
818	0.1780912884
819	0.1779936146
820	0.1779592643
821	0.1779472766
822	0.1778283856
823	0.1776724183
824	0.1775587248
825	0.1773303608
826	0.1771639257
827	0.1769547645
828	0.1766740612
829	0.1764283386
830	0.1764072631
831	0.1763152986
832	0.1761280256
833	0.176054041
834	0.1759829549
835	0.1754362128
836	0.1754306428
837	0.1752546864
838	0.1751173598
839	0.1750487344
840	0.1748684784
841	0.1745933351
842	0.174469138
843	0.1744605839
844	0.1744399435
845	0.1741388741
846	0.1740251442
847	0.1739909351
848	0.1734752857
849	0.1732404912
850	0.1732158435
851	0.1730629494
852	0.1729434262
853	0.1728753979
854	0.1726602903
855	0.172163706
856	0.1721490506
857	0.1720644157
858	0.1720532372
859	0.17200685
860	0.1718103324
861	0.1716582808
862	0.17143044
863	0.1713283478
864	0.1713086811
865	0.171078152
866	0.170603088
867	0.1702970186
868	0.170173307
869	0.1701141397
870	0.1700608166
871	0.169865183
872	0.1695187112
873	0.1694374356
874	0.169405904
875	0.1692502339
876	0.1690627516
877	0.1690485812
878	0.1686850847
879	0.1686341771
880	0.1686164118
881	0.1685368676
882	0.1682168652
883	0.1679458199
884	0.1678937162
885	0.1678048439
886	0.1674658082
887	0.1672472159
888	0.1671527263
889	0.1670593526
890	0.1670224781
891	0.1668319179
892	0.1667725429
893	0.1667674501
894	0.1665742022
895	0.1665235687
896	0.1663619857
897	0.1662131083
898	0.1662068797
899	0.1659507592
900	0.1656461213
901	0.165608605
902	0.1655065594
903	0.165501637
904	0.1654152022
905	0.1651242344
906	0.1651199113
907	0.1651008998
908	0.1648563351
909	0.1646864945
910	0.1646816882
911	0.1646009969
912	0.1645711748
913	0.1643409507
914	0.1643225332
915	0.1641489205
916	0.1637546503
917	0.1636521032
918	0.163648109
919	0.1636297687
920	0.1633423635
921	0.1633188722
922	0.1632000664
923	0.1631953866
924	0.162922634
925	0.1627814531
926	0.1626737743
927	0.1625450109
928	0.1622172321
929	0.1622074617
930	0.1618704709
931	0.1615752376
932	0.1613311974
933	0.1612359382
934	0.1609782701
935	0.1607832834
936	0.1605572425
937	0.1605043712
938	0.1604849994
939	0.1602322804
940	0.1601697951
941	0.1601656298
942	0.1601108893
943	0.1600414225
944	0.1598697754
945	0.1598678819
946	0.1596306999
947	0.1595473427
948	0.1593912591
949	0.1591077462
950	0.1590671068
951	0.1590205878
952	0.1589787647
953	0.1587980459
954	0.1585106641
955	0.1583921085
956	0.1583122651
957	0.1578855094
958	0.157809951
959	0.1575432302
960	0.1575260458
961	0.1575212294
962	0.1573253312
963	0.1572862252
964	0.1569732437
965	0.1569336336
966	0.156723525
967	0.1566744684
968	0.1565852106
969	0.1565745773
970	0.1563217939
971	0.1563190635
972	0.1562364182
973	0.1561636286
974	0.1559363522
975	0.1557177777
976	0.1556782924
977	0.155523266
978	0.1555064928
979	0.1553597601
980	0.1553499503
981	0.1553399299
982	0.1553364015
983	0.1553281412
984	0.1552418535
985	0.1551638521
986	0.1549532523
987	0.1549201042
988	0.1548133339
989	0.1545204745
990	0.1545158985
991	0.1542821373
992	0.154075294
993	0.1538267316
994	0.1537776342
995	0.1536938646
996	0.1534923927
997	0.1534164803
998	0.1534005268
999	0.1533955942
